s#	sname	sex	bdate	height	dorm
07045849	尚好秋	女	2000-12-31 10:05:05	1.79	西10舍214
04083719	红翠	女	2004-02-17 00:23:05	1.74	南9舍428
02011741	卢孝琳	女	2003-07-21 16:24:52	1.65	东22舍908
06075061	田友	男	2003-12-11 02:46:40	1.71	西18舍622
07022367	巴被风	男	2001-01-09 16:39:09	1.53	南17舍831
02094449	贾都维	男	2003-06-07 07:35:19	1.44	北17舍824
04043498	芮马韵	女	2002-05-16 19:27:18	1.58	南1舍829
08085313	钱光	男	2002-02-27 10:02:41	1.52	北15舍723
05072163	潘安	男	2000-03-21 15:52:53	1.94	南10舍609
09074465	项礼冰	女	2000-06-06 14:32:53	1.93	东19舍712
06002703	项宁	男	2002-08-31 12:58:09	1.58	西5舍428
04075983	桂无嘉	女	2003-06-26 14:16:30	1.46	北11舍104
02076520	颜都富	男	2000-08-26 16:13:31	1.4	南10舍103
07031790	费马腾	男	2000-05-04 13:07:40	1.82	东23舍103
06027172	蒋霄	女	2002-09-21 17:51:59	1.51	西1舍108
08032466	袁上莲	女	2004-03-23 03:41:49	1.73	东14舍619
05087622	伊被淑	女	2001-01-25 01:01:26	1.58	北12舍223
05000827	隗无艺	女	2000-09-25 15:46:24	1.59	西25舍729
05020960	容孝波	男	2000-06-29 06:29:47	1.76	北21舍214
02082744	潘歌珠	女	2003-07-07 16:48:39	1.88	南20舍202
05051958	武好树	男	2001-10-13 10:07:38	1.48	西22舍637
04012804	叔申博	男	2000-08-08 14:24:57	2.0	南18舍516
02002654	雷孝毓	女	2000-01-03 09:47:12	1.74	南17舍134
07026564	阮加国	男	2001-11-25 14:33:02	1.84	东13舍303
09007304	方发	男	2000-11-01 21:05:27	1.77	南6舍805
07026109	殴电珍	女	2002-04-24 15:15:09	1.44	南10舍401
02015392	宁九萍	女	2003-07-28 19:01:08	1.5	东6舍414
07036416	齐茗	女	2001-09-16 02:09:30	1.86	北7舍114
05070016	柯姬	女	2004-10-24 23:32:05	1.75	西24舍824
09032264	花凯青	女	2000-06-21 13:21:53	1.67	北9舍422
08006656	庄松	男	2004-12-11 16:52:34	1.53	东18舍838
07029007	蔡贞	女	2001-10-29 16:42:45	1.76	北6舍323
02002476	殴凯巧	女	2002-02-24 23:55:18	1.73	北13舍311
02088223	宫青	女	2003-11-06 19:02:04	1.68	北7舍126
07067353	漆雕被友	男	2003-10-14 21:09:25	1.87	北23舍118
06037656	袁友榕	男	2004-04-29 03:10:56	1.67	北14舍921
07012206	梁段卡菊	女	2001-12-19 20:46:39	1.97	东7舍807
07056737	叔申歌伊	女	2002-07-08 08:33:12	1.81	西11舍738
07049222	尚泰	男	2004-02-23 15:03:14	1.8	南10舍427
07025285	茅被昭	女	2004-08-08 11:36:28	1.67	南22舍715
07079928	丘东春	女	2000-11-04 02:37:06	1.81	北14舍324
07009631	伍美	女	2003-06-04 07:02:07	1.87	南9舍129
07065174	郑金林	男	2002-04-30 02:10:02	1.96	西4舍132
02066469	雷凝	女	2000-09-14 00:36:37	1.42	南15舍933
07042971	宫南霭	女	2004-11-23 09:49:52	1.5	东3舍815
09043117	黎云	女	2000-03-17 16:39:06	1.71	北16舍316
08017210	容鲜华	女	2001-07-31 05:49:55	1.96	南13舍628
05047406	柯雅	女	2002-06-21 06:14:29	1.83	西13舍638
09081617	童思	男	2002-11-04 14:44:37	1.66	南15舍507
02002157	乌好龙	男	2002-06-08 17:32:13	1.67	东4舍139
02068892	陶蓉	女	2004-10-18 11:51:58	1.74	西9舍202
04001587	沈凤	女	2003-09-09 23:13:04	1.97	南16舍107
08080694	卞被娥	女	2002-03-25 14:50:19	1.45	南7舍111
04006983	金德	男	2000-01-08 14:28:55	1.76	东10舍423
09064340	南门惠	女	2004-03-28 23:41:13	1.92	西8舍107
02065619	翁笑仁	男	2002-07-06 11:23:02	1.98	南2舍208
02038215	司器蓓	女	2003-06-10 05:25:22	1.98	西9舍111
09025353	花固	男	2004-05-23 05:26:36	1.51	西14舍715
05040313	侯荷	女	2000-06-29 15:44:13	1.61	东22舍202
06037080	余信园	女	2003-03-02 03:31:16	1.93	西21舍314
04063202	劳马香	女	2000-01-22 09:28:36	1.84	东13舍519
02019667	明孝云	女	2004-04-15 06:09:32	1.52	西24舍101
08098118	盖玉芸	女	2004-01-13 15:18:23	1.69	西21舍926
06063537	岑谦	男	2003-12-16 16:54:53	1.7	北11舍233
05091649	左芝	女	2004-08-31 21:43:04	1.42	东12舍827
08080015	劳马霭	女	2004-10-17 02:49:43	1.61	南3舍111
07017737	逄都栋	男	2004-07-31 00:26:42	1.72	北1舍714
05074179	侯诸春	女	2003-05-09 06:45:44	1.68	北7舍737
02061991	毕婷	女	2000-11-12 02:25:35	1.62	东4舍814
07081408	葛闻九勤	女	2000-01-22 23:58:55	1.55	北3舍401
04032473	应友乐	男	2003-09-26 06:46:41	1.91	南4舍415
08081890	项中会	男	2000-01-11 06:38:33	1.72	南22舍512
09010872	桂贞	女	2004-07-17 23:54:29	1.74	东9舍725
05041907	牧澜	女	2003-05-14 15:54:44	1.55	南21舍918
02063408	卜彬	男	2001-02-06 23:37:56	1.66	北21舍427
04077627	祝器云	女	2002-06-24 04:27:52	1.73	西21舍507
05016890	鲍婕	女	2001-10-04 06:10:42	1.68	东13舍212
04034167	潘冠	男	2002-10-26 03:35:10	1.69	西11舍336
08047824	幸先	男	2003-09-19 14:50:09	1.98	南9舍821
09032297	官司忠伯	男	2000-08-15 11:26:57	1.62	南5舍738
06021109	向九新	男	2004-07-14 02:35:59	1.8	东22舍939
02012902	单于霄	女	2003-01-19 04:10:39	1.43	北23舍217
02020696	寿智巧	女	2002-05-22 10:43:33	1.96	西17舍701
04011552	柯莺	女	2001-09-30 03:19:46	1.97	东10舍836
02065589	凌信伯	男	2000-11-03 03:34:31	1.6	北16舍131
06014627	史卡艳	女	2002-10-20 13:34:34	1.77	西6舍232
02041083	闻义致	男	2004-10-09 04:08:26	1.7	南16舍201
04070768	乐器蕊	女	2001-01-21 19:10:58	1.75	北1舍237
04069361	凌蓓	女	2003-12-13 05:15:59	1.57	北3舍809
08058428	屈九珍	女	2000-04-30 14:44:41	1.48	南24舍139
07098503	钱叶	女	2002-03-14 08:35:20	1.92	北9舍112
08003373	茅秀	女	2004-04-26 14:53:14	1.78	南5舍732
09045923	宋歌厚	男	2001-08-06 07:37:45	1.47	南11舍704
09036854	岑梦	女	2004-05-18 13:25:23	1.93	东2舍639
02017735	叶被筠	女	2002-05-07 02:19:58	1.92	南9舍614
07074872	郎器良	男	2002-12-14 14:15:06	1.63	北24舍425
02052041	瞿婕	女	2001-04-22 06:08:14	1.59	南20舍935
05072932	游星	男	2002-01-05 10:35:23	1.81	南2舍712
09059873	乔义若	男	2003-06-05 03:53:29	1.53	北1舍222
04031869	娄上园	女	2002-06-10 03:45:04	1.46	北18舍525
02042237	卫军	男	2003-04-07 16:52:57	1.96	西24舍532
09019527	游信希	女	2002-09-21 13:45:16	1.58	南19舍624
04092416	罗礼冰	女	2001-09-15 05:20:46	1.52	南11舍321
06002467	张信筠	女	2004-06-19 00:19:04	1.85	东2舍413
02054385	奚娅	女	2002-05-20 16:23:38	1.67	西3舍527
06020569	隗义	男	2004-09-08 16:05:08	1.49	西18舍133
07071652	倪玉娥	女	2001-12-09 04:33:40	1.42	北3舍618
08000232	茹忠蕊	女	2003-06-15 19:31:10	1.64	东11舍533
06000448	赵好雪	女	2000-03-09 03:03:29	1.86	西23舍811
09092432	胡玉	女	2003-03-25 08:08:32	1.7	北2舍738
05051624	周贝发	男	2000-12-17 12:16:40	1.85	西25舍714
06036753	闻被群	男	2004-02-08 05:04:29	1.68	东9舍625
02029975	宁丹	女	2003-05-03 15:30:51	1.88	东5舍634
05025955	和朋	男	2000-11-03 07:10:20	1.67	北24舍537
07069875	侯诸礼芸	女	2003-04-27 07:03:18	1.45	北9舍722
07054403	褚马华	女	2002-04-06 20:39:11	1.59	北1舍438
08033385	包歌若	男	2004-07-03 23:32:18	1.99	南17舍234
05076310	邓被龙	男	2001-05-23 06:47:25	1.48	东11舍611
08076735	余信怡	女	2004-04-17 07:25:48	1.66	北19舍116
04079936	储进	男	2002-07-27 03:02:07	1.94	西8舍807
07088746	娄易保	男	2003-01-22 22:25:50	1.81	南6舍631
02082562	丘左九信	男	2001-02-10 04:20:50	1.55	南12舍626
09053866	东金怡	女	2004-01-26 04:16:55	1.51	北22舍117
02062598	关爽	女	2003-07-10 13:51:39	1.93	南23舍729
05059515	正壤芬	女	2004-10-01 12:07:56	1.46	北15舍401
02078496	刁信彪	男	2004-10-23 01:07:43	1.73	南12舍513
07085299	仲孙承	男	2000-11-24 09:45:06	1.97	南14舍525
07059612	骆丹	女	2001-06-03 13:23:16	1.81	南6舍728
05048619	臧凯钧	男	2001-03-08 09:15:30	1.75	北8舍535
07019210	戚燕	女	2000-05-06 21:01:40	1.47	北18舍808
08078241	卢无竹	女	2002-07-07 16:27:29	1.46	南11舍103
02012554	毛锦	女	2000-05-17 11:48:47	1.4	西25舍431
07053586	跋夹欣	女	2001-05-07 04:06:54	1.74	南20舍217
04024957	上官笑义	男	2001-05-24 12:57:20	1.55	南17舍225
02088868	茅忠惠	女	2000-08-02 01:42:05	2.0	西16舍106
09020173	苍瑗	女	2002-05-31 18:18:48	1.84	东4舍721
08047624	蔡易锦	女	2004-09-27 05:57:13	1.92	南6舍334
05022163	左丘礼伊	女	2002-05-06 09:24:08	1.59	南5舍611
06081107	娄信璧	女	2002-01-17 16:41:13	1.64	南3舍736
05021710	邹时	男	2003-11-30 07:41:50	1.46	南22舍307
04062192	宁九功	男	2000-12-18 00:48:36	1.41	南6舍734
06099465	时滢	女	2003-12-27 23:05:08	1.96	南15舍438
09046921	尹天	男	2004-09-11 08:14:17	1.91	西12舍911
08085584	卞孝英	女	2000-11-08 05:17:21	1.84	西2舍803
06048237	孟梦	女	2004-03-26 17:24:00	1.78	北15舍526
07089320	包伊	女	2002-04-18 19:15:50	1.51	西8舍803
08082092	卢岩	男	2004-07-29 22:43:14	1.69	北22舍939
07012406	宰笑柔	女	2002-06-20 01:49:13	1.5	南6舍328
06068474	东方旭	男	2000-12-27 02:36:49	1.91	南6舍438
05020678	微生加茂	男	2002-07-12 06:34:19	1.75	东9舍226
04003572	粱贝彩	女	2001-11-06 10:41:29	1.77	东8舍516
08068486	井震	男	2002-04-02 20:28:43	1.84	西20舍628
09015896	黎纨	女	2001-03-13 21:23:54	1.98	北22舍902
05001734	公蓓	女	2001-09-07 16:48:00	1.92	西9舍304
02006927	谢中哲	男	2004-08-22 01:47:02	1.9	南20舍435
06041475	乔伟	男	2003-07-20 10:32:00	1.58	西25舍304
09005155	封加琬	女	2001-05-16 17:34:27	1.46	北15舍223
06062597	黎玲	女	2004-06-19 04:55:35	1.64	西17舍525
05046904	丁行	男	2003-06-12 10:39:23	1.93	北4舍126
04020002	晏明	男	2001-12-01 07:51:25	1.63	南4舍324
09079611	苍蓉	女	2001-06-02 14:13:12	1.62	东2舍617
02060760	宗爽	女	2002-10-20 18:01:52	1.5	东20舍633
09083606	褚舒	女	2000-05-30 05:21:11	1.6	东12舍406
04028412	袁燕	女	2002-05-15 04:56:40	1.48	北18舍411
06055167	齐笑英	女	2002-08-04 20:42:30	1.69	西13舍906
07036227	胡凯明	男	2001-04-30 04:50:13	1.91	西2舍317
04057993	郑易贞	女	2003-10-03 00:50:51	1.53	东10舍301
07016883	仇洁	女	2000-11-14 03:12:42	1.43	西19舍817
07022966	黎仁之	男	2004-04-14 01:02:34	1.93	南9舍111
08045687	薛贝欢	女	2003-03-18 10:09:48	1.64	东14舍503
04047267	习娟	女	2000-08-07 10:25:47	1.79	东6舍703
06070198	万易俊	男	2000-02-23 22:10:00	1.68	东4舍735
08059275	束加月	女	2002-04-11 03:49:38	1.74	东25舍727
04095303	谷梁九武	男	2000-09-23 00:01:22	1.72	东23舍111
04027827	东郭娅	女	2002-05-15 00:30:41	1.42	北2舍422
07006283	古被珊	女	2004-07-30 14:47:33	1.45	东23舍331
06078260	许友力	男	2002-09-01 10:51:24	1.4	东17舍316
04067701	许璧	女	2002-03-01 10:11:18	1.94	南1舍706
09073241	郑霞	女	2001-08-07 16:39:12	1.88	东14舍627
06096505	滑义天	男	2004-07-24 21:46:43	1.63	南23舍434
07041256	松被泽	男	2003-08-22 22:38:34	1.61	东13舍922
06098737	毛启	男	2002-11-07 07:42:27	1.7	北18舍411
08010873	施咏	女	2001-12-09 11:56:42	1.95	南18舍217
07078260	隗信	男	2004-05-09 01:45:42	1.6	西10舍832
06011216	姚被冰	女	2003-10-08 03:33:23	1.84	西15舍727
06033599	翁金涛	男	2004-12-05 22:02:42	1.82	西2舍828
08086669	常秋	女	2004-09-30 02:01:46	1.98	南22舍502
09052206	韩马策	男	2003-05-29 18:44:20	1.84	北7舍207
02035154	任中飞	男	2004-08-07 00:58:35	1.52	南7舍727
04068807	山建	男	2000-06-28 15:02:09	1.75	东3舍802
06046415	路金蓉	女	2004-12-21 15:24:52	1.76	西2舍609
07053258	田金士	男	2000-03-17 03:51:03	1.7	北1舍928
02089352	沃易天	男	2002-05-04 04:10:21	1.9	西16舍538
04015409	卢秀	女	2003-06-19 12:30:39	1.96	南25舍331
08027838	冀英	女	2002-11-24 15:30:37	1.44	北5舍322
07079131	冯晨	男	2000-12-07 03:52:00	1.93	北21舍101
08031078	蔡贝冠	男	2003-09-20 03:52:19	1.65	东11舍721
09018571	韩金荷	女	2002-06-17 04:04:12	1.82	西10舍607
05088668	薛毅	男	2003-08-19 16:26:30	1.82	南6舍526
06010256	空亓荷	女	2003-01-17 00:59:26	1.93	北6舍939
06024907	汤颖	女	2000-09-04 02:14:52	1.94	北11舍716
06056753	殴玉之	男	2003-10-20 07:45:57	1.48	东8舍137
07076027	何被惠	女	2001-10-04 14:02:34	1.99	南23舍637
02077284	祁奇	男	2003-10-21 13:38:03	1.81	北20舍917
05018402	殴易璐	女	2003-06-17 22:01:11	1.84	东20舍136
06041511	关峰	男	2000-07-13 23:35:32	1.73	北11舍438
08025424	高金进	男	2001-06-22 10:15:11	1.77	东9舍117
02039116	甄绍	男	2004-09-06 07:41:09	1.41	南24舍208
05016278	贾君	女	2002-03-17 07:17:23	1.49	西3舍313
05000286	闫祥	男	2002-03-29 17:34:56	1.91	南15舍606
06063041	吴信澜	女	2001-12-13 15:54:52	1.84	西22舍719
06006865	赵峰	男	2004-11-24 11:13:37	1.48	北19舍405
07056722	危中林	男	2001-12-28 22:00:16	1.66	南12舍217
08094612	陈杰	男	2004-07-01 03:59:37	1.87	西2舍903
02040386	蔡孝有	男	2002-10-12 15:13:38	1.7	东17舍339
04050873	张之	男	2001-11-10 01:16:34	1.83	西4舍903
04048089	司思	女	2003-12-18 14:34:43	1.76	西19舍502
06064529	家云	女	2003-10-29 17:07:26	1.55	南4舍403
08074216	乌金之	男	2000-05-28 06:15:48	1.55	南10舍128
02058619	花笑星	男	2004-11-01 13:25:29	1.89	南25舍407
08056896	拓跋策	男	2004-07-02 16:57:13	1.88	南5舍911
06030203	成辉	男	2002-07-18 19:26:14	1.42	北17舍604
08036207	隗磊	男	2002-12-22 10:06:14	1.54	北14舍723
04054618	纪茜	女	2003-08-30 10:34:14	1.79	南15舍708
06049229	马上蓉	女	2002-07-27 02:02:10	1.67	北20舍635
08065924	钱会	男	2002-06-29 14:39:17	1.6	西2舍511
04090005	郎风	男	2004-12-23 03:25:02	1.83	西4舍424
06087440	尚霞	女	2004-05-14 13:57:00	1.89	北25舍507
08022585	姚河	男	2003-06-11 06:12:05	1.75	南17舍701
02018743	凌豪	男	2002-02-08 12:11:21	1.58	东13舍924
04082676	甄电顺	男	2004-06-20 08:21:08	1.86	南6舍905
08073038	贝健	男	2001-09-25 08:50:54	1.73	南12舍836
05023846	强谦	男	2000-07-24 20:17:54	1.81	西20舍301
02068708	晏姬	女	2003-07-30 22:38:23	1.45	西11舍709
07078241	危雪	女	2003-05-05 10:17:58	1.83	西14舍221
04050799	木巫加勤	女	2003-07-10 06:32:42	1.43	北7舍223
04030517	柯凯仁	男	2004-11-29 00:42:05	1.48	东15舍133
04059194	良拓莲	女	2003-05-01 00:50:53	1.75	西11舍703
04041626	姜钰震	男	2004-06-09 16:22:02	1.58	北25舍108
04051595	吉礼政	男	2001-07-15 16:11:48	1.75	西8舍633
06069156	焦伊	女	2003-01-06 05:33:31	1.72	西25舍101
09013171	闫茗	女	2004-06-30 06:15:38	1.66	西2舍604
08045708	弘孝盛	男	2003-03-16 15:08:06	1.59	北6舍603
02038615	都无琦	女	2004-06-30 12:16:03	1.83	南16舍332
07084283	冀金悦	女	2000-08-13 19:06:05	1.68	南7舍726
05033835	苗朋	男	2001-09-07 11:23:56	1.79	东3舍121
02089363	戴玉民	男	2004-09-20 10:39:00	1.96	北2舍201
08026261	诸马楠	男	2002-10-17 06:55:34	1.89	东21舍308
07007634	庄丹	女	2002-09-11 11:59:58	1.87	北19舍614
02050743	罗鸣	男	2004-09-03 18:46:23	1.55	北17舍122
06058873	康桂	女	2003-03-15 00:53:31	1.6	北3舍114
07052071	褚被菁	女	2001-06-15 05:47:18	1.43	西9舍505
02072257	和江	男	2004-03-13 04:16:41	1.56	西11舍908
04026006	吉伟	男	2000-11-19 04:24:07	1.97	南5舍818
05053587	范悦	女	2000-02-01 15:35:16	1.94	东19舍625
02029044	路被群	男	2001-10-30 21:38:12	1.87	南21舍107
09078411	毕斌	男	2003-03-23 00:17:14	1.42	西19舍923
05059677	祝轮	男	2003-10-22 11:58:29	1.93	南12舍235
07021400	木巫莎	女	2004-02-24 02:46:36	1.9	南25舍729
06059282	边好伦	男	2003-10-21 22:29:49	1.53	北18舍312
09058205	俟司芝	女	2002-08-08 20:50:19	1.9	东17舍403
08017245	罗洁	女	2003-11-16 00:10:01	1.43	西19舍532
06057753	狄哲	男	2000-02-15 19:17:13	1.48	南3舍432
08030492	邹振	男	2004-07-16 08:54:45	1.82	西11舍839
08021515	柳康	男	2000-08-02 20:52:39	1.86	东23舍334
06088937	亓官仁勇	男	2003-08-18 01:15:07	1.96	南10舍726
04033991	淳于博	男	2004-10-12 23:02:27	1.66	南5舍216
09056679	弓贝艺	女	2000-06-17 22:41:37	1.99	西6舍506
02088557	冀竹	女	2001-03-30 08:53:02	1.81	东13舍712
05008188	昌九妍	女	2001-04-24 03:39:07	1.44	南21舍435
07069325	尚筠	女	2003-06-13 05:44:29	1.67	东18舍711
02020218	万泽	男	2002-03-11 04:49:52	1.88	西24舍435
09001235	路邦	男	2001-08-25 08:48:48	1.77	南18舍604
05055531	朱若	男	2000-10-13 21:59:55	1.97	西18舍218
09073947	娄岚	女	2000-08-10 04:39:04	1.43	西1舍933
04055174	左世	男	2000-10-26 00:08:28	1.41	西23舍508
09025351	成河	男	2000-04-21 17:23:35	1.58	西22舍512
06074259	卞中竹	女	2002-05-31 15:25:15	1.95	北12舍205
07026824	余孝弘	男	2002-06-04 11:17:58	1.42	东11舍414
04068502	史兴	男	2000-10-24 09:47:56	1.76	东21舍812
08059027	司歌爱	女	2003-03-14 15:47:37	1.5	西8舍629
08086430	裴歌轮	男	2001-07-13 14:54:09	1.63	西17舍107
02044160	卜加以	男	2001-06-15 14:58:52	1.88	南3舍604
09031444	牧邦	男	2002-10-13 01:25:58	1.98	南16舍537
07068446	俞芝	女	2003-03-07 11:54:42	1.96	西1舍115
02019220	唐忠寒	女	2003-03-18 12:08:43	1.92	南10舍614
06056442	舒爱	女	2002-11-12 11:25:23	1.61	南20舍111
05050924	东郭上秋	女	2002-05-23 19:32:11	1.79	西7舍328
09051680	冀歌爱	女	2001-11-09 19:31:16	1.74	北20舍728
07059722	皇甫栋	男	2001-04-13 08:59:12	1.52	西18舍217
06087620	殷凤	女	2002-11-16 04:50:24	1.51	南7舍402
05016141	刁宁	男	2001-07-30 06:49:19	1.94	东11舍925
06006512	羊舌马祥	男	2003-02-20 16:04:14	1.45	西4舍709
07059645	古功	男	2001-11-10 22:54:13	1.49	东5舍507
02004931	许上寒	女	2001-09-12 15:08:20	1.51	南12舍718
09002592	严钰鹏	男	2001-03-18 04:56:25	1.91	东11舍837
04074757	文长良	男	2000-12-28 16:52:59	1.9	北18舍217
08074662	冉祥	男	2004-10-10 14:02:38	1.59	西23舍211
05020812	宰锦	女	2000-09-04 02:46:05	1.83	西3舍121
04074907	褚好山	男	2001-05-28 00:15:17	1.59	北6舍506
09076422	汤东	男	2003-03-19 15:11:20	2.0	东21舍723
02043625	仇致	男	2002-03-22 07:21:44	1.81	南12舍122
07048685	万俟九惠	女	2001-11-13 14:50:31	1.85	西17舍325
09052254	夏安	男	2001-08-19 20:45:30	1.46	北11舍207
02091418	殴纨	女	2001-09-24 19:15:31	1.46	南21舍711
07005390	衡加秀	女	2003-06-01 00:41:41	1.8	东25舍336
06049391	鱼瑾	女	2003-05-30 14:04:51	1.96	南16舍712
08004396	干飞	男	2002-06-21 20:56:43	1.79	北9舍119
04050549	云冰	女	2002-07-27 08:41:01	1.59	西16舍317
06019736	倪电倩	女	2004-07-05 08:22:44	1.4	东18舍617
09019431	司徒丹	女	2003-05-20 06:23:21	1.44	东13舍329
04025188	裴和	男	2001-07-11 19:49:02	1.74	西24舍806
02044598	宰义德	男	2000-10-23 18:11:51	1.94	东2舍913
04050255	狐钟伦	男	2002-09-08 17:02:09	1.79	南16舍123
06047875	晋玉	女	2004-06-18 18:37:54	1.68	西10舍305
04039605	东毅	男	2000-06-25 23:22:12	1.71	北11舍704
09049007	苏信枝	女	2001-08-07 16:45:29	1.75	南24舍901
04033922	苗琦	女	2001-10-21 20:09:19	1.92	东12舍819
09071283	习民	男	2001-12-25 02:48:14	1.99	北15舍404
09055498	孔九友	男	2004-05-11 21:39:36	1.93	北24舍709
02093791	甄卡珠	女	2001-03-01 02:03:59	1.73	南19舍134
06063687	巫马瑗	女	2001-01-26 00:55:38	1.64	北24舍926
06057954	边婉	女	2002-02-10 20:36:16	1.49	南24舍625
02001775	任仁才	男	2002-08-22 04:58:28	1.88	东5舍716
05047657	施礼馨	女	2000-04-04 05:03:57	1.55	北5舍616
05022616	官欧中滢	女	2001-04-01 02:24:24	1.81	北16舍828
04058561	茹加飞	男	2003-10-28 18:38:06	1.69	东22舍238
06031839	劳泰	男	2000-05-12 04:16:43	2.0	北14舍327
02028575	桂亮	男	2001-10-07 15:00:26	1.54	北23舍438
06063186	滕孝清	男	2002-08-18 10:54:33	1.81	北22舍237
04012973	芮孝谦	男	2000-01-06 04:47:35	1.4	北4舍433
04037204	伊歌德	男	2001-04-06 20:41:53	1.69	南19舍611
05044459	双磊	男	2004-02-25 09:18:31	1.85	西5舍606
08034999	贝心	男	2004-06-23 11:33:21	1.49	东9舍722
05016444	花钰娜	女	2004-01-25 19:06:02	1.48	东11舍325
07032361	乌固	男	2002-11-21 09:47:37	1.75	东1舍827
08090613	瞿好娴	女	2002-11-23 09:32:59	1.5	北8舍801
04087782	甄贝强	男	2001-11-20 17:17:37	1.75	南11舍237
04032721	凤学	男	2004-11-03 07:14:59	1.68	北3舍736
09074333	严菲	女	2000-08-12 22:54:33	1.83	南15舍508
04019480	南宫卡雁	女	2003-05-28 10:16:16	1.92	东13舍115
08029509	元上涛	男	2000-12-20 22:08:17	1.89	南24舍713
04077146	孔娟	女	2004-11-03 19:27:53	1.86	西3舍916
04043393	雷素	女	2003-02-05 23:26:06	1.91	西12舍126
02051377	吕力	男	2003-06-05 12:08:57	1.47	南17舍336
04079441	孙端仁伟	男	2001-08-16 00:26:44	1.86	北13舍423
08002185	红强	男	2004-12-08 02:21:54	1.72	西23舍215
08011594	芮善	男	2003-08-02 09:47:28	1.67	北14舍225
09049122	宁中达	男	2000-03-23 22:20:50	1.72	西11舍732
04038527	马上无东	男	2000-05-16 10:09:05	1.72	西17舍235
07030190	钟凯邦	男	2004-02-22 13:42:46	1.51	南20舍535
02024907	莫兴	男	2001-05-12 12:20:57	1.78	西6舍232
02097322	鲍德	男	2000-02-05 22:13:47	1.74	北19舍438
05073467	邢忠宏	男	2001-08-29 05:12:57	1.88	南7舍921
02098191	解电光	男	2001-01-07 04:02:09	1.86	北2舍122
07058065	汤仁燕	女	2001-03-22 00:14:10	1.95	北20舍119
05038346	居河	男	2002-09-26 13:23:32	1.96	西10舍615
02025990	房风	男	2002-06-16 04:49:29	1.98	南3舍725
09058102	文宜	女	2001-07-22 00:21:05	1.92	北9舍928
09058319	程翠	女	2002-07-21 20:05:29	1.48	西7舍812
04041018	车电伟	男	2001-12-12 02:52:32	1.87	东9舍335
02027278	步好勇	男	2003-12-18 17:18:25	1.54	西16舍323
07006236	祁上鸣	男	2003-02-06 16:12:17	1.98	南7舍316
09099529	郑青	女	2004-11-02 12:18:45	1.84	北12舍618
08063448	卞无敬	男	2003-09-26 06:15:48	1.91	东10舍305
05030092	焦玉欣	女	2002-07-21 11:14:15	1.57	北12舍813
07021476	吉笑瑞	女	2000-09-05 14:31:26	1.84	北6舍539
08013202	宰父无颖	女	2000-04-15 06:33:23	1.51	东7舍931
02015801	叶欣	女	2003-10-13 13:45:39	1.53	东14舍828
08072129	梅无媛	女	2000-07-02 07:23:35	1.75	东16舍105
07096866	庄有	男	2000-06-11 00:13:21	1.51	东2舍706
05021103	时信	男	2004-12-23 12:50:53	1.56	南23舍222
05077372	荀勇	男	2004-11-16 19:08:04	1.44	南16舍536
08021576	衡笑轮	男	2002-07-31 16:46:27	1.8	西14舍806
02098415	习娥	女	2002-05-18 03:35:29	1.88	东4舍138
05009297	卞固	男	2003-06-23 20:04:03	1.77	北17舍932
02020443	陈伯	男	2001-05-09 15:00:07	1.95	南10舍233
05020563	杭莎	女	2004-01-24 01:23:06	1.77	东9舍528
09054668	微生震	男	2000-11-21 19:39:30	1.78	北11舍602
06029104	禹政	男	2004-08-04 10:34:17	1.73	西19舍624
04021884	东方金娅	女	2003-09-05 04:51:43	1.61	北10舍338
04066400	双被才	男	2003-10-02 11:48:01	1.48	东16舍734
06007084	郭南彩	女	2002-04-06 07:32:12	1.92	西23舍518
07008811	衡忠言	男	2004-08-15 00:45:31	1.82	南20舍408
07047527	郁德	男	2001-02-23 09:48:37	1.98	西25舍431
02091845	唐孝翔	男	2001-10-14 19:55:29	1.84	西21舍415
06028000	熊歌慧	女	2000-02-22 09:30:34	1.87	北25舍139
02099364	傅贝仁	男	2001-12-15 06:14:57	1.43	东22舍126
08046327	骆岚	女	2000-09-07 00:43:35	1.56	东15舍916
08035780	郎笑涛	男	2004-01-18 00:46:50	1.46	北15舍327
08013244	孔信桂	女	2002-10-06 03:53:41	1.91	南14舍108
07024536	方馨	女	2002-10-23 12:42:46	1.96	东1舍505
02083928	唐钰厚	男	2001-04-18 01:53:19	1.87	东24舍313
08088866	冯坚	男	2003-03-15 07:24:25	1.6	南9舍836
09045488	明妹	女	2003-01-24 14:14:02	1.76	西11舍705
05075831	红飘	女	2004-10-26 23:16:19	1.53	北4舍917
02048272	阳夏金月	女	2002-09-20 11:09:26	1.98	西6舍522
06030920	祁秀	女	2003-08-14 16:12:18	1.83	北13舍439
06023227	沈青	女	2001-06-30 05:02:57	1.58	南9舍121
06073236	危琴	女	2004-06-24 05:31:58	1.7	东9舍313
05021039	郭江	男	2004-03-04 15:44:35	1.88	西16舍713
02017107	丘司贝德	男	2000-04-03 00:07:59	1.86	东17舍915
09067662	国都旭	男	2000-03-22 12:28:37	1.71	西4舍815
09050393	项行	男	2001-07-16 14:27:41	1.48	南12舍819
04096614	衡孝羽	女	2004-05-26 13:55:01	1.47	北18舍418
07080743	文翔	男	2003-04-19 22:23:21	1.73	西16舍132
06038888	赫连无颖	女	2003-01-11 15:59:45	1.69	南23舍604
07049609	甄卡璧	女	2001-01-27 13:09:18	1.41	东23舍106
